feature,importance
LHratioall__p25__day_std,0.031367454719231164
level__p25__day_min,0.031195803582364966
IBIF_hrf__p25__day_mean,0.03111634826362205
spectralTiltall__p05__day_mean,0.03049838300682218
dBcms2__median__day_std,0.03048650156402253
dBcms2__skew__day_std,0.030456636414325666
LHratioall__mad__day_std,0.03030129133824856
H1H2all__p75__day_median,0.030253655174516825
IBIF_cq__skew__day_median,0.029928882840075992
spectralTiltall__median__day_mean,0.029829732131655497
IBIF_h1h2__mean__day_max,0.029813142374935077
spectralTiltall__range__day_max,0.02978701859182676
IBIF_h1h2__entropy__day_median,0.029751208337178526
cpp_p05_minus_med__day_std,0.02971617130064725
lh_range__day_median,0.029635575113189434
IBIF_mfdr__kurt__day_min,0.029501954605564797
IBIF_naq__mean__day_std,0.029489757063711004
LHratioall__p75__day_mean,0.029245302539975048
IBIF_hrf__entropy__day_median,0.02924191522227033
LHratioall__mean__day_std,0.02921182589491129
IBIF_cq__std__day_max,0.029123317859209318
IBIF_sq__p75__day_std,0.029037774138116472
IBIF_oq__mean__day_median,0.02903115851428058
LHratioall__p25__day_mean,0.028994211594779613
cppall__median__day_std,0.02886612440761917
IBIF_h1h2__p25__day_std,0.028864703294101558
IBIF_cq__kurt__day_median,0.028714680678819687
LHratioall__std__day_max,0.028684181651758334
IBIF_sq__iqr__day_median,0.02863964176525475
dBcms2__p05__day_min,0.028452050034820216
IBIF_mfdr__range__day_min,0.028436221685899356
IBIF_oq__p05__day_median,0.028420370460606127
cppall__entropy__day_median,0.028373490222588903
IBIF_sq__iqr__day_max,0.028296263786859538
IBIF_h1h2__median__day_mean,0.028139928821415593
IBIF_sq__mad__day_median,0.028109500828744177
IBIF_hrf__mad__day_max,0.02810335190842315
IBIF_mfdr__skew__day_std,0.028080678949146138
IBIF_h1h2__p95__day_max,0.028058351237368568
spectralTiltall__p75__day_max,0.028049896812890517
cppall__p05__day_std,0.027899695089969034
IBIF_cq__p25__day_median,0.0278384433170696
IBIF_mfdr__kurt__day_std,0.027828287098885518
IBIF_naq__mean__day_min,0.027806965578725824
IBIF_sq__std__day_max,0.027718477310858913
H1H2all__entropy__day_mean,0.027687219731383585
LHratioall__p95__day_max,0.027630690764822146
IBIF_mfdr__median__day_std,0.02762409270882506
IBIF_hrf__entropy__day_mean,0.02743860733481973
H1H2all__p95__day_mean,0.027403610683512734
IBIF_naq__p75__day_min,0.027352797444661587
IBIF_acflow__p25__day_std,0.027352519304927252
level__std__day_mean,0.027276307685802824
IBIF_oq__kurt__day_mean,0.027199822457056228
LHratioall__range__day_min,0.027128305686876953
IBIF_oq__p25__day_median,0.027050800252763536
cppall__entropy__day_mean,0.026970013888811272
IBIF_mfdr__mean__day_median,0.026902257668225453
IBIF_hrf__mad__day_mean,0.026887316061653666
IBIF_acflow__p25__day_median,0.02688284317464405
IBIF_acflow__mad__day_median,0.02687444150295388
level__entropy__day_mean,0.02686334728874772
H1H2all__skew__day_min,0.02678122217013451
IBIF_mfdr__skew__day_max,0.026750705047518003
LHratioall__mad__day_min,0.026723709131461316
IBIF_h1h2__p75__day_median,0.02669787912412349
IBIF_acflow__p25__day_min,0.02665895640141368
h1h2_skew__day_min,0.02647003763471103
cpp_cv__day_min,0.026416776900397527
IBIF_sq__std__day_mean,0.026308483458778703
dBcms2__range__day_min,0.02628803815452806
IBIF_naq__mad__day_min,0.02627855271368616
cpp_kurt__day_mean,0.026216458074612335
IBIF_acflow__p05__day_std,0.026206968707595868
dBcms2__p05__day_median,0.02611393998051998
LHratioall__kurt__day_median,0.026084251751203314
voiced_frames__min,0.026055962038522333
dBcms2__p05__day_mean,0.026023941021917924
IBIF_hrf__median__day_std,0.025980246392127558
IBIF_hrf__skew__day_std,0.02582778877055153
IBIF_h1h2__mad__day_max,0.025770522051487048
IBIF_naq__p25__day_mean,0.025621794609602323
H1H2all__std__day_std,0.025468933273862997
IBIF_cq__p05__day_min,0.025461267660784454
IBIF_h1h2__iqr__day_std,0.025330975315458255
IBIF_cq__median__day_min,0.025191323687774374
spectralTiltall__p95__day_median,0.025080192562880597
IBIF_h1h2__p05__day_mean,0.025060619566734794
level__entropy__day_max,0.02488313273233697
level__median__day_std,0.024742537616890374
IBIF_acflow__mean__day_std,0.024672527602071396
IBIF_mfdr__range__day_std,0.02465331697455845
IBIF_h1h2__mad__day_min,0.02462693349109238
spectralTiltall__mean__day_median,0.024493853476418182
IBIF_h1h2__mean__day_std,0.02446592217621323
IBIF_hrf__mean__day_mean,0.02443132445230594
cpp_kurt__day_std,0.024406464026698306
LHratioall__p95__day_std,0.02435989805498908
cpp_skew__day_std,0.024351692729251556
IBIF_acflow__entropy__day_std,0.024348564449849452
IBIF_sq__entropy__day_min,0.024329520606452163
IBIF_h1h2__p05__day_std,0.024313501887327157
IBIF_sq__range__day_mean,0.024256247730094743
IBIF_acflow__iqr__day_min,0.024010726298098715
spectralTiltall__entropy__day_max,0.023789566713004133
IBIF_acflow__p95__day_median,0.023610597193442585
IBIF_sq__p25__day_std,0.023364387168587762
IBIF_naq__p05__day_std,0.02329578582439996
IBIF_mfdr__mean__day_mean,0.02327397102613139
IBIF_oq__skew__day_min,0.023162495684403848
IBIF_cq__kurt__day_mean,0.023150612134104916
cpp_p05_minus_med__day_max,0.02312920644529356
spectralTiltall__p05__day_min,0.022812672024442072
IBIF_naq__entropy__day_mean,0.022682527445276063
lh_stability,0.022465020430589087
level_cv__day_min,0.022414853081405235
H1H2all__skew__day_median,0.02226112229996121
IBIF_h1h2__mean__day_mean,0.022192438138198566
IBIF_acflow__p25__day_mean,0.022097836154268455
IBIF_acflow__p95__day_max,0.02208485739948026
IBIF_mfdr__entropy__day_max,0.02207067623446725
IBIF_sq__iqr__day_mean,0.022001382080049835
cpp_kurt__day_min,0.02195464252709323
IBIF_naq__skew__day_mean,0.02194504759452406
IBIF_h1h2__iqr__day_max,0.02169329467829135
IBIF_mfdr__p05__day_min,0.021616269492774724
LHratioall__range__day_max,0.021435790996126403
IBIF_cq__p95__day_max,0.021423666923056417
cpp_skew__day_median,0.02137218431172097
IBIF_hrf__p95__day_median,0.021366157079720137
LHratioall__mean__day_median,0.021306504469205366
IBIF_acflow__p75__day_min,0.02127283420056534
level_cv__day_std,0.021119122935085492
IBIF_acflow__mean__day_max,0.021005706729317414
IBIF_oq__std__day_max,0.020996755477314395
dBcms2__iqr__day_min,0.020870344569070973
dBcms2__kurt__day_max,0.020825636671587912
IBIF_oq__std__day_min,0.020688852031490356
H1H2all__entropy__day_min,0.020667345606003105
LHratioall__p95__day_median,0.020566082310799337
IBIF_naq__iqr__day_mean,0.02055187760598593
cppall__iqr__day_min,0.02038907506125579
IBIF_acflow__p75__day_median,0.020350962478462388
IBIF_cq__median__day_max,0.020322074624208028
cppall__skew__day_max,0.020264043900833983
level__iqr__day_mean,0.020225830883063057
IBIF_oq__mad__day_max,0.020151924253624588
level__p05__day_median,0.020148258039006328
IBIF_h1h2__p25__day_min,0.020119283553899303
IBIF_cq__range__day_min,0.01996949420147766
IBIF_acflow__mad__day_min,0.019962167302369285
IBIF_acflow__p95__day_std,0.01995354562257584
H1H2all__mad__day_min,0.01993632379930114
cppall__mad__day_median,0.019839523844541497
IBIF_hrf__p05__day_median,0.019774539293014495
IBIF_acflow__mad__day_max,0.01966203833134473
IBIF_naq__std__day_std,0.019563558564856174
cppall__kurt__day_min,0.019439958690525633
h1h2_skew__day_median,0.01941499922315796
IBIF_sq__median__day_std,0.019410247468915162
IBIF_sq__p75__day_min,0.019408175803630783
IBIF_cq__p75__day_mean,0.019276575304816013
IBIF_naq__p75__day_median,0.019167532971032478
IBIF_h1h2__iqr__day_min,0.01909567662080249
IBIF_h1h2__p05__day_median,0.01905521913103517
LHratioall__median__day_max,0.018954539394809587
IBIF_acflow__p05__day_median,0.018878033607056397
cppall__skew__day_min,0.018874221392365585
IBIF_h1h2__iqr__day_mean,0.01886231942485402
LHratioall__skew__day_mean,0.01866701469665068
level__p25__day_median,0.01856936135490581
LHratioall__kurt__day_max,0.018529443097526944
spectralTiltall__range__day_mean,0.018496943376272286
cppall__entropy__day_min,0.018432241649233305
IBIF_cq__median__day_median,0.018398392358707345
spectralTiltall__median__day_max,0.018330512023227375
spectralTiltall__std__day_std,0.01824087708969341
spectralTiltall__p25__day_std,0.018208173175624724
IBIF_acflow__kurt__day_std,0.018182499193607114
LHratioall__mad__day_median,0.018163482474624324
cpp_low_rate__day_mean,0.01813861756991744
cppall__p25__day_mean,0.018073462749623927
cppall__mad__day_min,0.01795541283347019
IBIF_sq__mad__day_std,0.01786808472932843
IBIF_naq__iqr__day_std,0.017862702346004615
IBIF_mfdr__median__day_max,0.017843802121251612
LHratioall__std__day_min,0.01777237492212633
IBIF_cq__iqr__day_mean,0.017643193959231245
IBIF_cq__p95__day_min,0.01761401373360629
H1H2all__iqr__day_min,0.017596900570112185
IBIF_oq__p05__day_min,0.017465825496330772
IBIF_acflow__kurt__day_min,0.017446804900549846
dBcms2__median__day_mean,0.017362119980908586
H1H2all__p25__day_std,0.017301736537576634
IBIF_h1h2__mad__day_std,0.017158570341005215
LHratioall__kurt__day_mean,0.01710542853057035
IBIF_h1h2__median__day_std,0.017012235300467023
LHratioall__std__day_median,0.017007397508815143
dBcms2__kurt__day_std,0.016948838615897792
IBIF_sq__range__day_std,0.01690002580422976
level__iqr__day_min,0.01686645741997712
IBIF_oq__std__day_median,0.01685924791198277
IBIF_h1h2__median__day_min,0.016843653519419244
IBIF_acflow__mad__day_std,0.016762011312794624
level__entropy__day_min,0.016672231135281976
IBIF_oq__mean__day_min,0.016249860809643607
IBIF_h1h2__p95__day_mean,0.016139466354151095
IBIF_h1h2__p05__day_max,0.01609370378836001
IBIF_acflow__p95__day_mean,0.015751212345360283
IBIF_acflow__p05__day_min,0.01563060455399548
LHratioall__p95__day_mean,0.015520090283666207
closure_periodicity_ratio,0.01550698401892461
IBIF_hrf__p75__day_mean,0.015465223532803909
cppall__skew__day_mean,0.01540427896621148
IBIF_acflow__p95__day_min,0.015310410559193587
spectralTiltall__p95__day_min,0.015176736446803724
dBcms2__mean__day_std,0.015099356208345075
dBcms2__mad__day_median,0.015061945699730444
spectralTiltall__p25__day_mean,0.014974999850732185
IBIF_cq__median__day_mean,0.014845179334912367
IBIF_hrf__mean__day_max,0.014747204788029678
IBIF_oq__p75__day_min,0.014688952809300274
H1H2all__iqr__day_max,0.014626849464470825
IBIF_hrf__p25__day_median,0.014625189448392445
LHratioall__p95__day_min,0.014583931221690345
IBIF_acflow__kurt__day_max,0.014523769328304034
IBIF_cq__mean__day_std,0.014421083464796019
dBcms2__kurt__day_mean,0.0144064716086796
IBIF_oq__mad__day_mean,0.01426461161455106
IBIF_hrf__kurt__day_median,0.014264119443611204
spectralTiltall__mean__day_std,0.014205147142363567
IBIF_hrf__mad__day_std,0.01411212383764202
IBIF_acflow__p75__day_std,0.014111427654265752
IBIF_hrf__iqr__day_min,0.014032717071682327
dBcms2__p25__day_mean,0.013905095625300712
IBIF_h1h2__p75__day_max,0.013880402129648145
IBIF_cq__median__day_std,0.013737236771166932
IBIF_oq__median__day_std,0.013534582169118136
cpp_skew__day_mean,0.013533640797169335
dBcms2__range__day_mean,0.013336541972802948
IBIF_acflow__iqr__day_std,0.01315156363900658
IBIF_oq__mean__day_std,0.013121147938706395
IBIF_acflow__iqr__day_median,0.013114016033122466
spectralTiltall__range__day_min,0.013102288599336468
H1H2all__p75__day_max,0.013048971707566462
IBIF_sq__iqr__day_std,0.012838389902177505
spectralTiltall__mean__day_min,0.012832282856269491
LHratioall__entropy__day_mean,0.012763489978483245
IBIF_mfdr__entropy__day_std,0.012719106575983154
H1H2all__p25__day_median,0.012715188576565641
IBIF_cq__p25__day_mean,0.012576257606178937
IBIF_naq__p95__day_median,0.012571527214712977
dBcms2__entropy__day_max,0.012479786585867158
IBIF_cq__std__day_median,0.012332793924426533
IBIF_sq__std__day_std,0.0120224514385328
H1H2all__p75__day_mean,0.011935684032372692
IBIF_hrf__p05__day_max,0.011895809539155087
IBIF_sq__p25__day_min,0.011851352821846116
dBcms2__std__day_min,0.011708207987091521
IBIF_cq__kurt__day_min,0.011683382900517899
spectralTiltall__iqr__day_max,0.011572041594401679
LHratioall__mad__day_mean,0.011524189909907102
H1H2all__skew__day_mean,0.011294604636142938
IBIF_mfdr__mean__day_std,0.011236422272166448
IBIF_sq__p25__day_median,0.010995037668365305
IBIF_cq__mad__day_median,0.010946045320532848
LHratioall__kurt__day_std,0.010839302000438176
IBIF_cq__p05__day_median,0.010835827182659347
IBIF_acflow__skew__day_std,0.010704589181579056
IBIF_naq__entropy__day_median,0.010600613676918214
IBIF_sq__mad__day_max,0.010519547673185744
IBIF_h1h2__p95__day_min,0.010391982178233797
IBIF_mfdr__iqr__day_min,0.010289376654663658
LHratioall__skew__day_std,0.010288334426151392
spectralTiltall__p05__day_median,0.01017000881802967
level__p05__day_mean,0.010160406306090565
IBIF_hrf__mean__day_min,0.010152936587651176
IBIF_acflow__iqr__day_max,0.010070378657710034
IBIF_hrf__skew__day_max,0.00989857113052045
IBIF_naq__iqr__day_max,0.009877242862557072
IBIF_oq__range__day_median,0.009797411573083867
LHratioall__iqr__day_mean,0.009780557650144467
IBIF_sq__p05__day_min,0.009572828710673543
IBIF_sq__std__day_min,0.009435778136214348
IBIF_h1h2__p25__day_max,0.009424820090961052
IBIF_oq__p75__day_mean,0.009179175782163453
spectralTiltall__mean__day_max,0.00906310340606006
IBIF_acflow__mean__day_median,0.0089753206009888
IBIF_cq__skew__day_min,0.008742421763486132
cppall__std__day_median,0.008727055086785852
IBIF_oq__std__day_mean,0.008712982112303671
dBcms2__mad__day_max,0.008670767725503676
LHratioall__iqr__day_min,0.008654280874304343
H1H2all__mean__day_median,0.008606263531997402
IBIF_cq__mean__day_median,0.008596492565333253
IBIF_hrf__median__day_mean,0.008588948373618562
IBIF_oq__iqr__day_mean,0.0085637673184634
H1H2all__median__day_median,0.0085135234806986
IBIF_oq__entropy__day_median,0.008476337756473542
IBIF_hrf__skew__day_mean,0.008256773260253491
H1H2all__mad__day_median,0.008214261370721235
spectralTiltall__median__day_median,0.008060686293141887
cpp_kurt__day_max,0.008004426885817146
IBIF_oq__mad__day_std,0.007974208709253697
IBIF_sq__p05__day_std,0.007941994031887415
IBIF_h1h2__skew__day_max,0.007912055853192422
IBIF_naq__mean__day_max,0.007884096054171934
IBIF_h1h2__mean__day_min,0.007816574619756055
IBIF_hrf__iqr__day_std,0.007569217134246119
level__iqr__day_max,0.007344808804731454
tilt_extreme_rate__day_mean,0.0072218145236868
IBIF_cq__p75__day_max,0.007201319379950694
IBIF_acflow__entropy__day_min,0.007158589198907962
IBIF_acflow__p25__day_max,0.007026629448191419
IBIF_oq__p95__day_std,0.0069178356425942415
IBIF_hrf__mean__day_std,0.006868884051221864
IBIF_mfdr__p95__day_min,0.006781368642140488
H1H2all__p05__day_std,0.0067364246016617625
cpp_range__day_std,0.0067332919611180694
LHratioall__range__day_median,0.0066677995237461206
IBIF_sq__mean__day_median,0.006595420428209741
IBIF_cq__mean__day_mean,0.006526071534081007
IBIF_sq__entropy__day_mean,0.0064411184075241655
cppall__skew__day_std,0.006398338264238368
H1H2all__median__day_std,0.006369146375143847
cppall__kurt__day_max,0.006177271049443033
cpp_kurt__day_median,0.006036730415245309
H1H2all__iqr__day_median,0.005751060166823449
IBIF_hrf__mad__day_min,0.00575006361394602
IBIF_mfdr__p95__day_median,0.005737336705312156
H1H2all__mean__day_std,0.005682054454060917
dBcms2__p95__day_std,0.005576490263752907
LHratioall__p25__day_max,0.005330188434026054
IBIF_naq__iqr__day_median,0.005258817684807943
tilt_extreme_rate__day_std,0.005077575849952404
IBIF_cq__mad__day_mean,0.00506346081257307
IBIF_hrf__mean__day_median,0.004978823065561322
IBIF_naq__entropy__day_max,0.004860664740187477
spectralTiltall__p05__day_std,0.004682888519066506
IBIF_hrf__p75__day_min,0.00466557700658596
IBIF_hrf__p75__day_max,0.004625884023189536
IBIF_hrf__median__day_median,0.004433444114423396
IBIF_oq__p05__day_std,0.004408645288189754
IBIF_acflow__iqr__day_mean,0.004365459722827851
dBcms2__p75__day_std,0.004087745186093953
IBIF_cq__mean__day_min,0.003933631667152401
IBIF_h1h2__entropy__day_mean,0.0037936557623557353
IBIF_sq__median__day_mean,0.003750351562195591
IBIF_hrf__p25__day_max,0.0037306420640409533
IBIF_sq__std__day_median,0.0036936832975399654
cppall__kurt__day_mean,0.0036380075815428264
dBcms2__range__day_std,0.0034103547300357697
IBIF_hrf__p75__day_median,0.00315663270935375
IBIF_hrf__p25__day_min,0.0030748333630939567
IBIF_h1h2__mean__day_median,0.0029592348464586343
IBIF_sq__p05__day_median,0.0029006023533357443
IBIF_acflow__p75__day_mean,0.0027689001237947387
dBcms2__p25__day_median,0.0026436505656776232
IBIF_mfdr__p25__day_mean,0.002532124643446047
dBcms2__iqr__day_median,0.0023642644218863683
LHratioall__mean__day_max,0.002131057215148704
IBIF_sq__median__day_median,0.002081022660080789
IBIF_oq__p75__day_std,0.001992218842941832
IBIF_h1h2__p25__day_mean,0.0017692018319766633
spectralTiltall__skew__day_min,0.0017519372589407986
IBIF_acflow__p05__day_mean,0.0016723297260232716
IBIF_oq__p75__day_median,0.0016479059835624419
LHratioall__entropy__day_median,0.0014508751777308052
IBIF_mfdr__entropy__day_min,0.0011896643298854013
IBIF_h1h2__median__day_max,0.0011497308207704684
IBIF_h1h2_missing__rate,0.0010866299116830984
IBIF_sq__p05__day_max,0.0009712449238739396
spectralTiltall__p25__day_max,0.0006570816698676343
IBIF_mfdr__skew__day_min,0.0005212313811235292
IBIF_naq__p95__day_std,0.0003186639415271282
LHratioall__p05__day_max,0.0002755275766747306
dBcms2__median__day_max,0.00016750983036623225
IBIF_naq__std__day_min,0.0001380488362371372
level_cv__day_mean,0.00012304377203970713
IBIF_sq_missing__rate,0.0
IBIF_cq__p05__day_max,0.0
IBIF_oq__median__day_median,0.0
IBIF_acflow__p05__day_max,0.0
IBIF_h1h2__p75__day_mean,0.0
IBIF_cq_missing__rate,0.0
IBIF_cq__p25__day_min,0.0
IBIF_hrf__p05__day_mean,0.0
IBIF_oq_missing__rate,0.0
IBIF_hrf__p95__day_max,0.0
IBIF_hrf_missing__rate,0.0
fo__median__slope,0.0
IBIF_mfdr__p05__day_median,0.0
IBIF_naq_missing__rate,0.0
LHratioall__p75__day_max,0.0
IBIF_cq__iqr__day_max,0.0
IBIF_oq__median__day_min,0.0
IBIF_mfdr_missing__rate,0.0
IBIF_acflow_missing__rate,0.0
